MEDCOD,MEFCOD,MEDNOM,MEDPRES,MEDCNC,MEDTIP,MEDPET,MEDFF,MEDEST,MEDESTVTA,MEDFACTPER,MEDTRANAC,MEDTRALOC,MEDCOMP,MEDPS,MEDCS,MEDHI,MEDACT,MEDINDVCTO,PRDPREADQ,PRDPREDIST,PRDPREOPE,PRDINDACT,PRDSTKMIN,PRDSTKMAX,PRDPTOREP,PRDSIT,PRDADI,PRDFECHULT,MEDREGSAN,PREADQ_DO,PREDIS_DO,PREOPE_DO,PRDTIPOMED,MEDNOMABR,MEDNARCOT,MNARCOT,TIPONC,FECULTPREC,CODIGO_SIG,FECHAVRS,PRDSTKPROM,_NullFlags
03086,,ENOXAPARINA SODICA,0.4 mL,40 mg/0.4 mL,M,P,INYECT,_,,,,,,_,_,_,1,S,6.41,7.211,8.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582800060002,,0,b'\x00'
03088,,ENOXAPARINA SODICA,0.6 mL,60 mg/0.6 mL,M,P,INYECT,_,,,,,,_,_,_,1,S,7.959,8.954,9.9,,0,0,0,1,N,2018-08-31 15:04:43.999000,BE-00387,0.0,0.0,0.0,X,,,,,2018-05-10,582800060001,,0,b'\x00'
03097,,EPINEFRINA (COMO CLORHIDRATO O TARTRATO),1 mL,1 mg/mL,M,P,INYECT,_,,,,,,_,_,_,1,S,0.55,0.55,0.55,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-08-01,580300190002,,0,b'\x00'
03101,,EPIRUBICINA CLORHIDRATO,,50 mg,M,P,INYECT,_,,,,,,_,_,_,1,S,54.612,137.999,61.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582600150002,,0,b'\x00'
03107,,EPOETINA ALFA (ERITROPOYETINA),1 mL,2000 UI/mL,M,P,INYECT,S,,,,,,_,_,_,1,S,3.88,4.365,4.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,BE-00268,19.0,19.0,19.0,X,,,,,2018-05-10,582800190006,,0,b'\x00'
03113,,EPOETINA ALFA (ERITROPOYETINA),1 mL,4000 UI/mL,M,P,INYECT,_,,,,,,_,_,_,1,S,17.32,19.485,20.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582800190002,,0,b'\x00'
03139,,ERGOMETRINA MALEATO,1 mL,200 µg/mL (0.2 mg/mL),M,P,INYECT,_,,,,,,_,_,_,1,S,0.477405,0.525146,0.55,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,1.0,1.0,X,,,,,2018-05-10,584500020003,,0,b'\x00'
03142,,ERGOMETRINA MALEATO,,200 µg,M,_,TABLET,_,,,,,,_,_,_,1,S,0.047,0.053,0.05,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,584500020002,,0,b'\x00'
03178,,ERITROMICINA,120 mL,250 mg/5 mL,M,P,SUSPEN,S,,,,,,_,_,_,1,S,7.673,8.632,9.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,3.0,3.0,4.0,X,,,,,2018-05-10,581000060010,,0,b'\x00'
03182,,ERITROMICINA,60 mL,250 mg/5 mL,M,P,SUSPEN,_,,,,,,_,_,_,1,S,2.832229,3.398675,3.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,2.0,2.0,X,,,,,2018-05-10,581000060009,,0,b'\x00'
03190,,ERITROMICINA,,250 mg,M,_,TABLET,_,,,,,,_,_,_,1,S,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,581000060012,,0,b'\x00'
03191,,ERITROMICINA,,500 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.349826,0.419791,0.42,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,581000060011,,0,b'\x00'
03213,,ESCOPOLAMINA N-BUTILBROMURO,1 mL,20 mg/mL,M,P,INYECT,_,,,,,,_,_,_,1,S,0.942561,1.131073,1.15,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,1.0,X,,,,,2018-05-10,583800810004,,0,b'\x00'
03215,,ESCOPOLAMINA N-BUTILBROMURO,,10 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.4031,0.4838,0.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583800810005,,0,b'\x00'
03219,,ESOMEPRAZOL,,40 mg,M,_,TABLET,_,,,,,,_,_,_,1,S,0.27,0.304,0.34,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583800260002,,0,b'\x00'
03223,,ESPIRONOLACTONA,,100 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.235,0.264,0.29,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583700040002,,0,b'\x00'
03224,,ESPIRONOLACTONA,,25 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.078,0.088,0.09,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583700040001,,0,b'\x00'
03225,,ESTAVUDINA + LAMIVUDINA + NEVIRAPINA,,30 mg + 150 mg + 200 mg,M,P,TABLET,E,2,,,,,_,_,_,1,S,0.616,0.616,0.616,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.0,1.0,1.0,X,,,,,2018-05-10,582400210003,,0,b'\x00'
03226,,ZIDOVUDINA + LAMIVUDINA + NEVIRAPINA,,300 mg + 150 mg + 200 mg,M,P,TABLET,E,2,,,,,_,_,_,1,S,0.357877,0.357877,0.35,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.0,1.0,1.0,X,,,,,2018-05-10,582400250002,,0,b'\x00'
03228,,ESTAVUDINA,,30 mg,M,P,TABLET,E,2,,,,,_,_,_,1,S,0.10339,0.10339,0.10339,,0,0,0,1,N,2018-08-31 15:04:43.999000,S. REGISTRO,0.0,0.0,0.0,X,,,,,2018-05-10,582400060002,,0,b'\x00'
03229,,ESTAVUDINA,,40 mg,M,_,TABLET,_,,,,,,_,_,_,1,S,0.135,0.152,0.16,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582400060001,,0,b'\x00'
03231,,ESTIBOGLUCONATO SODICO,5 mL,Equiv. a 100 mg antimonio pentavalent,M,P,INYECT,E,1,,,,,_,_,_,1,S,7.47083,7.47083,7.47083,,0,0,0,1,N,2018-08-31 15:04:43.999000,,4.0,5.0,5.0,X,,,,,2018-05-10,582000020001,,0,b'\x00'
03234,,ESTRADIOL + MEDROXIPROGESTERONA,0.5 mL,5 mg + 25 mg/0.5 mL,M,P,INYECT,E,2,,,,,_,_,_,1,S,8.5,8.5,8.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,585900470003,,0,b'\x00'
03260,,ESTREPTOMICINA SULFATO,,1 g,M,P,INYECT,E,,,,,,_,_,_,1,S,5.46946,5.46946,5.46946,,0,0,0,1,N,2018-08-31 15:04:43.999000,S. RESGITRO,9.0,9.0,9.0,X,,,,,2018-05-10,581700040003,,0,b'\x00'
03261,,ESTREPTOMICINA SULFATO,,5 g,M,P,INYECT,E,,,,,,_,_,_,1,S,9.14617,9.14617,9.14617,,0,0,0,1,N,2018-08-31 15:04:43.999000,,7.0,8.0,9.0,X,,,,,2018-05-10,581700040002,,0,b'\x00'
03266,,ESTRIOL (CREMA VAGINAL),15 g,100 mg/100 g (0.1 %),M,P,CREMA,_,,,,,,_,_,_,1,S,15.876,17.4636,19.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583900430002,,0,b'\x00'
03302,,ETAMBUTOL CLORHIDRATO,,400 mg,M,P,TABLET,E,,,,,,_,_,_,1,S,0.17,0.17,0.17,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.15,0.15,0.15,X,,,,,2018-05-10,581700050003,,0,b'\x00'
03317,,ETILEFRINA,1 mL,10 mg/mL,M,P,INYECT,_,,,,,,_,_,_,1,S,1.229,1.382,1.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,10.0,11.0,12.0,X,,,,,2018-05-10,583000510001,,0,b'\x00'
03328,,ETINILESTRADIOL + LEVONORGESTREL,,30 µg + 150 µg,M,P,TABLET,E,,,,,,_,_,_,1,S,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,585900430008,,0,b'\x00'
03339,,ETIONAMIDA,,250 mg,M,P,TABLET,E,,,,,,_,_,_,1,S,0.4368,0.4368,0.43,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.0,1.0,1.0,X,,,,,2018-05-10,581700140005,,0,b'\x00'
03351,,ETONOGESTREL (IMPLANTE),,68 mg,M,P,UNIDAD,E,,,,,,_,_,_,1,S,196.525,196.525,196.525,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583900120001,,0,b'\x00'
03353,,ETOPOSIDO,5 mL,100 mg,M,P,INYECT,_,,,,,,_,_,_,1,S,7.3,8.213,9.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582600800002,,0,b'\x00'
03398,,FACTOR VIII COMPLEJO,10 mL,25 UI/mL,M,P,INYECT,E,,,,,,_,_,_,1,S,227.9141,227.9141,227.9141,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582900050001,,0,b'\x00'
03429,,FENILEFRINA (SOLUCION OFTALMICA),5 mL,100 mg/mL,M,_,SOLUCI,_,,,,,,_,_,_,1,S,32.65,36.731,40.81,,0,0,0,1,N,2018-08-31 15:04:43.999000,NG-5394,0.0,0.0,0.0,X,,,,,2018-05-10,584400310006,,0,b'\x00'
03443,,FENITOINA SODICA,2 mL,100 mg,M,P,INYECT,_,,,,,,_,_,_,1,S,1.372,1.544,1.7,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,2.0,2.0,X,,,,,2018-05-10,580500100007,,0,b'\x00'
03444,,FENITOINA SODICA,120 mL,125 mg/5 mL,M,P,SUSPEN,_,,,,,,_,_,_,1,S,10.898,12.26,13.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,7.0,8.0,9.0,X,,,,,2018-05-10,580500100008,,0,b'\x00'
03451,,FENITOINA SODICA,,100 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.202,0.227,0.25,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,580500100003,,0,b'\x00'
03452,,FENOBARBITAL SODICO,2 mL,100 mg/mL,M,P,INYECT,_,,,,,,_,_,_,1,S,9.389274,10.328201,11.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,12.0,13.0,15.0,X,,P,,,2018-05-10,580500110004,,0,b'\x00'
03453,,FENOBARBITAL SODICO,2 mL,200 mg/mL,M,_,INYECT,_,,,,,,_,_,_,1,S,11.6,13.05,14.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,P,,,2018-05-10,580500110001,,0,b'\x00'
03454,,FENOBARBITAL,,100 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.1379,0.16548,0.17,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,P,,,2018-05-10,580500110003,,0,b'\x00'
03474,,FENOTEROL,20 mL,5 mg/mL,M,_,AEROSO,_,,,,,,_,_,_,1,S,8.296296,9.333333,10.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,8.296296,9.333333,10.5,X,,,,,2018-05-10,585000470005,,0,b'\x00'
03499,,FENOXIMETILPENICILINA POTASICA,,1000000 UI,M,P,TABLET,_,,,,,,_,_,_,1,S,1.10864,1.219504,1.3,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,580700130004,,0,b'\x00'
03501,,FENTANILO,10 mL,50 µg/mL,M,P,INYECT,S,,,,,,_,_,_,1,S,1.474,1.658,1.8,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,E,,,2018-05-10,580100230001,,0,b'\x00'
03502,,FENTANILO,2 mL,50 µg/mL,M,P,INYECT,_,,,,,,_,_,_,1,S,4.503704,5.066667,5.7,,0,0,0,1,N,2018-08-31 15:04:43.999000,,4.503704,5.066667,5.7,S,,E,,,2018-05-10,580100230002,,0,b'\x00'
03513,,ACIDO FOLICO + FERROSO SULFATO (Equiv. de Hierro elemental),,400 µg + 60 mg Fe,M,P,TABLET,_,,,,,,_,_,_,1,S,0.121275,0.14553,0.15,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582800240001,,0,b'\x00'
03515,,SULFAMETOXAZOL + TRIMETOPRIMA,,800 mg + 160 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.121275,0.14553,0.15,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,581300030005,,0,b'\x00'
03517,,FERROSO SULFATO,120 mL,75 mg (Equiv. 15 mg Fe)/5 mL,M,P,JARABE,S,,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,582800230012,,0,b'\x00'
03519,,FERROSO SULFATO,180 mL,75 mg (Equiv. 15 mg Fe)/5 mL,M,P,JARABE,_,,,,,,_,_,_,1,,1.179675,1.297643,1.4,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.0,1.0,1.0,X,,,,,2018-05-10,582800230013,,0,b'\x00'
03536,,FERROSO SULFATO,30 mL,25 mg de Fe/mL,M,P,SOLUCI,S,,,,,,_,_,_,1,S,8.06,8.866,9.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582800230005,,0,b'\x00'
03542,,FERROSO SULFATO,150 mL,75 mg (Equiv. 15 mg Fe)/5 mL,M,P,JARABE,_,,,,,,_,_,_,1,S,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,582800230021,,0,b'\x00'
03543,,FERROSO SULFATO,180 mL,75 mg/5 mL,M,P,JARABE,_,,,,,,_,_,_,1,S,0.776,0.873,0.97,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.0,1.0,1.0,X,,,,,2018-05-10,,,0,b'\x00'
03552,,FERROSO SULFATO,,300 mg (Equiv. 60 mg Fe),M,P,TABLET,_,,,,,,_,_,_,1,S,0.035275,0.038803,0.04,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582800230008,,0,b'\x00'
03560,,HIERRO POLIMALTOSA,30 mL,50 mg/mL,M,P,SOLUCI,_,,,,,,_,_,_,1,S,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-02-21,582800080001,,0,b'\x00'
03569,,FILGRASTIM,1 mL,300 mg/mL,M,_,INYECT,_,,,,,,_,_,_,1,S,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,582600170009,,0,b'\x00'
03570,,FILGRASTIM,1 mL,30000000 UI/mL (300 µg/mL),M,P,INYECT,S,,,,,,_,_,_,1,S,12.557,14.126,15.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582600170005,,0,b'\x00'
03571,,FILGRASTIM,1.6 mL,48000000 UI (480 µg),M,P,INYECT,_,,,,,,_,_,_,1,S,228.67,237.0,238.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582600170007,,0,b'\x00'
03575,,FINASTERIDA,,5 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.179,0.202,0.22,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583900460002,,0,b'\x00'
03576,,FITOMENADIONA,1 mL,10 mg/mL,M,P,INYECT,_,,,,,,_,_,1,1,S,0.339488,0.373437,0.4,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582800300002,,0,b'\x00'
03591,,FLUCONAZOL,50 mL,2 mg/mL,M,P,INYECT,_,,,,,,_,_,_,1,S,7.54,8.483,9.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,581800100003,,0,b'\x00'
03592,,FLUCONAZOL,100 mL,2 mg/mL,M,_,INYECT,_,,,,,,_,_,_,1,S,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,581800100004,,0,b'\x00'
03595,,FLUCONAZOL,,150 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.251838,0.277022,0.3,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,581800100005,,0,b'\x00'
03598,,FLUDARABINA FOSFATO,,50 mg,M,P,INYECT,_,,,,,,_,_,_,1,S,99.612,104.0,105.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582600180001,,0,b'\x00'
03601,,FLUFENAZINA DECANOATO O ENANTATO,1 mL,25 mg/mL,M,P,INYECT,_,,,,,,_,_,_,1,S,7.596,8.356,9.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,3.0,4.0,4.0,X,,P,,,2018-05-10,584800690002,,0,b'\x00'
03602,,FLUMAZENIL,5 mL,100 µg/mL (0.1 mg/mL),M,P,INYECT,_,,,,,,_,_,_,1,S,25.1,28.238,30.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,580400050001,,0,b'\x00'
03614,,FLUORESCEINA SODICA,5 mL,100 mg/mL (10 %),M,P,INYECT,_,,,,,,_,_,_,1,S,39.8,44.775,45.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583400070003,,0,b'\x00'
03621,,FLUOROURACILO,5 mL,50 mg/mL,M,P,INYECT,_,,,,,,_,_,_,1,S,3.812,4.32,4.6,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582600660005,,0,b'\x00'
03622,,FLUOROURACILO,10 mL,500 mg,M,P,INYECT,_,,,,,,_,_,_,1,S,3.876,4.361,4.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582600660003,,0,b'\x00'
03624,,FLUOXETINA (COMO CLORHIDRATO),,20 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.14,0.1568,0.17,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,P,,,2018-05-10,584900320001,,0,b'\x00'
03633,,FLUTAMIDA,,250 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.325,0.366,0.4,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582600760001,,0,b'\x00'
03634,,FLUTICASONA PROPIONATO + SALMETEROL (COMO XINAFOATO),120 DOSIS,125 µg + 25 µg/DOSIS,M,P,AEROSO,_,,,,,,_,_,_,1,S,18.0,19.8,20.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,585300900007,,0,b'\x00'
03635,,FLUTICASONA PROPIONATO + SALMETEROL (COMO XINAFOATO),120 DOSIS,250 µg + 25 µg/DOSIS,M,P,AEROSO,_,,,,,,_,_,_,1,S,21.0,23.1,23.2,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,585300900008,,0,b'\x00'
03677,,FOLINATO CALCICO,,Equiv 50 mg ACIDO FOLINICO,M,P,INYECT,_,,,,,,_,_,_,1,S,7.752,8.721,9.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582600830002,,0,b'\x00'
03678,,FOLINATO CALCICO,,Equiv. 15 mg ACIDO FOLINICO,M,P,TABLET,S,,,,,,_,_,_,1,S,3.82,4.239,4.7,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,582600830001,,0,b'\x00'
03703,,FURAZOLIDONA,120 mL,50 mg/5 mL,M,P,SUSPEN,_,,,,,,_,_,_,1,S,3.2,3.2,3.2,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.0,1.0,2.0,X,,,,,2018-08-01,581500070006,,0,b'\x00'
03708,,FURAZOLIDONA,,100 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.058349,0.064184,0.07,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,581500070008,,0,b'\x00'
03709,,FUROSEMIDA,1 mL,20 mg,M,_,INYECT,_,,,,,,_,_,_,1,S,0.395061,0.444444,0.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.395061,0.444444,0.5,X,,,,,2018-05-10,583700010003,,0,b'\x00'
03710,,FUROSEMIDA,2 mL,10 mg/mL,M,P,INYECT,_,,,,,,_,_,_,1,S,0.413586,0.496303,0.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583700010004,,0,b'\x00'
03713,,FUROSEMIDA,,40 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.047741,0.059676,0.06,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583700010002,,0,b'\x00'
03718,,GABAPENTINA,,300 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.077,0.087,0.09,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,580500010001,,0,b'\x00'
03727,,GANCICLOVIR,,500 mg,M,P,INYECT,S,,,,,,_,_,_,1,S,70.0,78.75,87.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,E-11730,0.0,0.0,0.0,X,,,,,2018-05-10,582400080001,,0,b'\x00'
03735,,GEMFIBROZILO,,600 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.151313,0.166444,0.18,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583200090003,,0,b'\x00'
03740,,GENTAMICINA (UNGÜENTO OFTALMICO),3.5 g,300 mg/100 g,M,_,UNGÜEN,_,,,,,,_,_,_,1,S,2.84444,3.2,3.6,,0,0,0,1,N,2018-08-31 15:04:43.999000,,3.0,3.0,4.0,X,,,,,2018-05-10,584400590004,,0,b'\x00'
03747,,GENTAMICINA (COMO SULFATO),2 mL,80 mg/mL,M,P,INYECT,_,,,,,,_,_,_,1,S,0.457425,0.54891,0.55,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,580900040004,,0,b'\x00'
03748,,GENTAMICINA SULFATO,2 mL,10 mg/mL,M,P,INYECT,S,,,,,,_,_,_,1,S,0.55309,0.62222,0.7,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.0,1.0,1.0,X,,,,,2018-05-10,580900040003,,0,b'\x00'
03751,,GENTAMICINA (COMO SULFATO),2 mL,40 mg/mL,M,P,INYECT,_,,,,,,_,_,_,1,S,0.439038,0.4939,0.54,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,580900040002,,0,b'\x00'
03752,,GENTAMICINA(SOLUCION OFTALMICA),3.5 mL,3 mg/mL,M,_,SOLUCI,_,,,,,,_,_,_,1,S,0.67161,0.75556,0.85,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.0,1.0,1.0,X,,,,,2018-05-10,584400590007,,0,b'\x00'
03758,,GLIBENCLAMIDA,,5 mg,M,P,TABLET,_,,,,,,_,_,_,1,S,0.019939,0.024924,0.03,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,584000170001,,0,b'\x00'
03760,,GLICEROL,5 g,1 g/100 g,I,_,GEL,E,,,,,,_,_,_,1,S,0.55,0.55,0.55,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.55,0.55,0.55,X,,,,,2018-05-10,586600220008,,0,b'\x00'
03783,,DEXTROSA,1 L,10 g/100 mL (10 %),M,P,INYECT,_,,,,,,_,_,_,1,S,2.410149,2.892179,3.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,2.0,3.0,X,,,,,2018-05-10,585100070013,,0,b'\x00'
03787,,DEXTROSA,20 mL,333 mg/mL (33 %),M,P,INYECT,_,,,,,,_,_,_,1,S,0.7,0.77,0.8,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.0,1.0,1.0,X,,,,,2018-05-10,585100070012,,0,b'\x00'
03788,,DEXTROSA,100 mL,5 g/100 mL (5 %),M,P,INYECT,_,,,,,,_,_,_,1,S,1.561,1.756,1.8,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,585100070007,,0,b'\x00'
03789,,DEXTROSA,1 L,5 g/100 mL (5 %),M,P,INYECT,_,,,,,,_,_,_,1,S,2.832,3.3984,3.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,2.0,2.0,2.0,X,,,,,2018-05-10,585100070011,,0,b'\x00'
03794,,DEXTROSA,500 mL,5 g/100 mL (5 %),M,P,INYECT,_,,,,,,_,_,_,1,S,1.714,1.928,2.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,585100070010,,0,b'\x00'
03796,,DEXTROSA,1 L,50 g/100 mL (50 %),M,P,INYECT,_,,,,,,_,_,_,1,S,6.007,6.758,7.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,585100070009,,0,b'\x00'
03810,,GONADOTROFINA CORIONICA,,5000 UI,M,P,INYECT,_,,,,,,_,_,_,1,S,25.75,28.969,32.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,2018-05-10,583900480004,,0,b'\x00'
03819,,GRISEOFULVINA,,500 mg,M,_,TABLET,_,,,,,,_,_,_,1,S,0.0,0.0,0.0,,0,0,0,1,N,2018-08-31 15:04:43.999000,,0.0,0.0,0.0,X,,,,,,581800070003,,0,b'\x00'
03873,,HALOPERIDOL,1 mL,5 mg/mL,M,P,INYECT,_,,,,,,_,_,_,1,S,1.829,2.1948,2.2,,0,0,0,1,N,2018-08-31 15:04:43.999000,,1.0,1.0,1.0,X,,P,,,2018-05-10,584800620005,,0,b'\x00'
03874,,HALOPERIDOL (COMO DECANOATO),1 mL,50 mg/mL,M,P,INYECT,_,1,,,,,_,_,_,1,S,22.0,24.75,27.5,,0,0,0,1,N,2018-08-31 15:04:43.999000,,21.0,24.0,27.0,X,,,,,2018-08-01,584800620003,,0,b'\x00'
